shipment_id,timestamp,scan_type,status,delay_duration,route_id,warehouse_id,source_file,source_row_id,delay_id,delay_reason,delay_duration_showcase-delay-reports,initial_delay_duration,reported_at,route_id_showcase-delay-reports,warehouse_id_showcase-delay-reports,source_file_showcase-delay-reports,source_row_id_showcase-delay-reports,_delay_match,transfer_id,source_warehouse,destination_warehouse,transfer_time,expected_transfer_time,actual_transfer_time,transfer_status,source_file_showcase-warehouse-transfers,source_row_id_showcase-warehouse-transfers,_transfer_match,_record_source,_source_datasets,_integration_key
S00070,2024-03-07 09:50:00+00:00,pickup,on_time,0.0,R2,W2,synthetic_showcase,215,,,,,,,,,,left-only,T-S00070,W2,W4,2024-03-07 15:50:00+00:00,2024-03-07 14:50:00+00:00,2024-03-07 15:50:00+00:00,on_time,synthetic_showcase,37.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00070
S00070,2024-03-07 15:50:00+00:00,hub_arrival,on_time,0.0,R2,W4,synthetic_showcase,216,,,,,,,,,,left-only,T-S00070,W2,W4,2024-03-07 15:50:00+00:00,2024-03-07 14:50:00+00:00,2024-03-07 15:50:00+00:00,on_time,synthetic_showcase,37.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00070
S00070,2024-03-07 19:50:00+00:00,hub_departure,on_time,0.0,R2,W4,synthetic_showcase,217,,,,,,,,,,left-only,T-S00070,W2,W4,2024-03-07 15:50:00+00:00,2024-03-07 14:50:00+00:00,2024-03-07 15:50:00+00:00,on_time,synthetic_showcase,37.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00070
S00070,2024-03-08 04:50:00+00:00,delivery,delivered,0.0,R2,,synthetic_showcase,218,,,,,,,,,,left-only,T-S00070,W2,W4,2024-03-07 15:50:00+00:00,2024-03-07 14:50:00+00:00,2024-03-07 15:50:00+00:00,on_time,synthetic_showcase,37.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00070
S00071,2024-03-08 09:32:00+00:00,pickup,on_time,0.0,R3,W3,synthetic_showcase,219,DL-S00071,traffic,14.6,0.0,2024-03-09 14:32:00+00:00,R3,W3,synthetic_showcase,19.0,both,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00071
S00071,2024-03-08 17:32:00+00:00,delivery_attempt,delayed,14.6,R3,,synthetic_showcase,220,DL-S00071,traffic,14.6,0.0,2024-03-09 14:32:00+00:00,R3,W3,synthetic_showcase,19.0,both,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00071
S00071,2024-03-09 12:32:00+00:00,delivery,delivered,0.0,R3,,synthetic_showcase,221,DL-S00071,traffic,14.6,0.0,2024-03-09 14:32:00+00:00,R3,W3,synthetic_showcase,19.0,both,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00071
S00072,2024-03-09 09:29:00+00:00,pickup,delayed,12.0,R3,W3,synthetic_showcase,222,DL-S00072,congestion,12.0,12.0,2024-03-10 02:29:00+00:00,R3,W3,synthetic_showcase,20.0,both,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00072
S00072,2024-03-10 00:29:00+00:00,delivery,delivered,0.0,R3,,synthetic_showcase,223,DL-S00072,congestion,12.0,12.0,2024-03-10 02:29:00+00:00,R3,W3,synthetic_showcase,20.0,both,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00072
S00073,2024-03-10 09:50:00+00:00,pickup,delayed,14.4,R4,W1,synthetic_showcase,224,DL-S00073,mechanical,55.5,14.4,2024-03-11 05:50:00+00:00,R4,W1,synthetic_showcase,21.0,both,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00073
S00073,2024-03-11 03:50:00+00:00,delivery,delivered,55.5,R4,,synthetic_showcase,225,DL-S00073,mechanical,55.5,14.4,2024-03-11 05:50:00+00:00,R4,W1,synthetic_showcase,21.0,both,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00073
S00074,2024-03-11 08:55:00+00:00,pickup,on_time,0.0,R3,W3,synthetic_showcase,226,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00074
S00074,2024-03-11 20:55:00+00:00,delivery,delivered,0.0,R3,,synthetic_showcase,227,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00074
S00075,2024-03-12 08:25:00+00:00,pickup,on_time,0.0,R5,W4,synthetic_showcase,228,,,,,,,,,,left-only,T-S00075,W4,W5,2024-03-12 14:25:00+00:00,2024-03-12 13:25:00+00:00,2024-03-12 14:25:00+00:00,on_time,synthetic_showcase,38.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00075
S00075,2024-03-12 14:25:00+00:00,hub_arrival,on_time,0.0,R5,W5,synthetic_showcase,229,,,,,,,,,,left-only,T-S00075,W4,W5,2024-03-12 14:25:00+00:00,2024-03-12 13:25:00+00:00,2024-03-12 14:25:00+00:00,on_time,synthetic_showcase,38.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00075
S00075,2024-03-12 16:25:00+00:00,hub_departure,on_time,0.0,R5,W5,synthetic_showcase,230,,,,,,,,,,left-only,T-S00075,W4,W5,2024-03-12 14:25:00+00:00,2024-03-12 13:25:00+00:00,2024-03-12 14:25:00+00:00,on_time,synthetic_showcase,38.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00075
S00075,2024-03-13 09:25:00+00:00,delivery,delivered,0.0,R5,,synthetic_showcase,231,,,,,,,,,,left-only,T-S00075,W4,W5,2024-03-12 14:25:00+00:00,2024-03-12 13:25:00+00:00,2024-03-12 14:25:00+00:00,on_time,synthetic_showcase,38.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00075
S00076,2024-03-13 08:14:00+00:00,pickup,on_time,0.0,R3,W3,synthetic_showcase,232,,,,,,,,,,left-only,T-S00076,W3,W4,2024-03-13 13:14:00+00:00,2024-03-13 12:14:00+00:00,2024-03-13 13:14:00+00:00,on_time,synthetic_showcase,39.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00076
S00076,2024-03-13 13:14:00+00:00,hub_arrival,on_time,0.0,R3,W4,synthetic_showcase,233,,,,,,,,,,left-only,T-S00076,W3,W4,2024-03-13 13:14:00+00:00,2024-03-13 12:14:00+00:00,2024-03-13 13:14:00+00:00,on_time,synthetic_showcase,39.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00076
S00076,2024-03-13 14:14:00+00:00,hub_departure,on_time,0.0,R3,W4,synthetic_showcase,234,,,,,,,,,,left-only,T-S00076,W3,W4,2024-03-13 13:14:00+00:00,2024-03-13 12:14:00+00:00,2024-03-13 13:14:00+00:00,on_time,synthetic_showcase,39.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00076
S00076,2024-03-14 05:14:00+00:00,delivery,delivered,0.0,R3,,synthetic_showcase,235,,,,,,,,,,left-only,T-S00076,W3,W4,2024-03-13 13:14:00+00:00,2024-03-13 12:14:00+00:00,2024-03-13 13:14:00+00:00,on_time,synthetic_showcase,39.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00076
S00077,2024-03-14 08:24:00+00:00,pickup,on_time,0.0,R2,W2,synthetic_showcase,236,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00077
S00077,2024-03-15 02:24:00+00:00,delivery,delivered,0.0,R2,,synthetic_showcase,237,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00077
S00078,2024-03-15 09:25:00+00:00,pickup,on_time,0.0,R4,W1,synthetic_showcase,238,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00078
S00078,2024-03-15 15:25:00+00:00,delivery,delivered,0.0,R4,,synthetic_showcase,239,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00078
S00079,2024-03-16 09:40:00+00:00,pickup,on_time,0.0,R2,W2,synthetic_showcase,240,,,,,,,,,,left-only,T-S00079,W2,W3,2024-03-16 15:40:00+00:00,2024-03-16 14:40:00+00:00,2024-03-16 15:40:00+00:00,on_time,synthetic_showcase,40.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00079
S00079,2024-03-16 15:40:00+00:00,hub_arrival,on_time,0.0,R2,W3,synthetic_showcase,241,,,,,,,,,,left-only,T-S00079,W2,W3,2024-03-16 15:40:00+00:00,2024-03-16 14:40:00+00:00,2024-03-16 15:40:00+00:00,on_time,synthetic_showcase,40.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00079
S00079,2024-03-16 16:40:00+00:00,hub_departure,on_time,0.0,R2,W3,synthetic_showcase,242,,,,,,,,,,left-only,T-S00079,W2,W3,2024-03-16 15:40:00+00:00,2024-03-16 14:40:00+00:00,2024-03-16 15:40:00+00:00,on_time,synthetic_showcase,40.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00079
S00079,2024-03-17 06:40:00+00:00,delivery,delivered,0.0,R2,,synthetic_showcase,243,,,,,,,,,,left-only,T-S00079,W2,W3,2024-03-16 15:40:00+00:00,2024-03-16 14:40:00+00:00,2024-03-16 15:40:00+00:00,on_time,synthetic_showcase,40.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00079
S00080,2024-03-17 09:58:00+00:00,pickup,on_time,0.0,R1,W1,synthetic_showcase,244,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00080
S00080,2024-03-17 22:58:00+00:00,delivery,delivered,0.0,R1,,synthetic_showcase,245,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00080
S00081,2024-03-18 09:54:00+00:00,pickup,on_time,0.0,R1,W1,synthetic_showcase,246,DL-S00081,weather,194.6,0.0,2024-03-19 10:54:00+00:00,R1,W2,synthetic_showcase,22.0,both,T-S00081,W1,W2,2024-03-18 19:54:00+00:00,2024-03-18 18:54:00+00:00,2024-03-18 19:54:00+00:00,on_time,synthetic_showcase,41.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00081
S00081,2024-03-18 19:54:00+00:00,hub_arrival,on_time,0.0,R1,W2,synthetic_showcase,247,DL-S00081,weather,194.6,0.0,2024-03-19 10:54:00+00:00,R1,W2,synthetic_showcase,22.0,both,T-S00081,W1,W2,2024-03-18 19:54:00+00:00,2024-03-18 18:54:00+00:00,2024-03-18 19:54:00+00:00,on_time,synthetic_showcase,41.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00081
S00081,2024-03-18 23:54:00+00:00,hub_departure,on_time,0.0,R1,W2,synthetic_showcase,248,DL-S00081,weather,194.6,0.0,2024-03-19 10:54:00+00:00,R1,W2,synthetic_showcase,22.0,both,T-S00081,W1,W2,2024-03-18 19:54:00+00:00,2024-03-18 18:54:00+00:00,2024-03-18 19:54:00+00:00,on_time,synthetic_showcase,41.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00081
S00081,2024-03-19 08:54:00+00:00,delivery,delivered,194.6,R1,,synthetic_showcase,249,DL-S00081,weather,194.6,0.0,2024-03-19 10:54:00+00:00,R1,W2,synthetic_showcase,22.0,both,T-S00081,W1,W2,2024-03-18 19:54:00+00:00,2024-03-18 18:54:00+00:00,2024-03-18 19:54:00+00:00,on_time,synthetic_showcase,41.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00081
S00082,2024-03-19 09:05:00+00:00,pickup,on_time,0.0,R5,W4,synthetic_showcase,250,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00082
S00082,2024-03-19 17:05:00+00:00,delivery,delivered,0.0,R5,,synthetic_showcase,251,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00082
S00083,2024-03-20 08:25:00+00:00,pickup,delayed,18.4,R2,W2,synthetic_showcase,252,DL-S00083,congestion,42.8,18.4,2024-03-21 07:25:00+00:00,R2,W4,synthetic_showcase,23.0,both,T-S00083,W2,W4,2024-03-20 15:25:00+00:00,2024-03-20 14:25:00+00:00,2024-03-20 15:25:00+00:00,delayed,synthetic_showcase,42.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00083
S00083,2024-03-20 15:25:00+00:00,hub_arrival,delayed,42.8,R2,W4,synthetic_showcase,253,DL-S00083,congestion,42.8,18.4,2024-03-21 07:25:00+00:00,R2,W4,synthetic_showcase,23.0,both,T-S00083,W2,W4,2024-03-20 15:25:00+00:00,2024-03-20 14:25:00+00:00,2024-03-20 15:25:00+00:00,delayed,synthetic_showcase,42.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00083
S00083,2024-03-20 18:25:00+00:00,hub_departure,on_time,0.0,R2,W4,synthetic_showcase,254,DL-S00083,congestion,42.8,18.4,2024-03-21 07:25:00+00:00,R2,W4,synthetic_showcase,23.0,both,T-S00083,W2,W4,2024-03-20 15:25:00+00:00,2024-03-20 14:25:00+00:00,2024-03-20 15:25:00+00:00,delayed,synthetic_showcase,42.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00083
S00083,2024-03-21 05:25:00+00:00,delivery,delivered,0.0,R2,,synthetic_showcase,255,DL-S00083,congestion,42.8,18.4,2024-03-21 07:25:00+00:00,R2,W4,synthetic_showcase,23.0,both,T-S00083,W2,W4,2024-03-20 15:25:00+00:00,2024-03-20 14:25:00+00:00,2024-03-20 15:25:00+00:00,delayed,synthetic_showcase,42.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00083
S00084,2024-03-21 08:09:00+00:00,pickup,on_time,0.0,R2,W2,synthetic_showcase,256,DL-S00084,weather,16.2,0.0,2024-03-22 08:09:00+00:00,R2,W3,synthetic_showcase,24.0,both,T-S00084,W2,W3,2024-03-21 16:09:00+00:00,2024-03-21 15:09:00+00:00,2024-03-21 16:09:00+00:00,on_time,synthetic_showcase,43.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00084
S00084,2024-03-21 16:09:00+00:00,hub_arrival,on_time,0.0,R2,W3,synthetic_showcase,257,DL-S00084,weather,16.2,0.0,2024-03-22 08:09:00+00:00,R2,W3,synthetic_showcase,24.0,both,T-S00084,W2,W3,2024-03-21 16:09:00+00:00,2024-03-21 15:09:00+00:00,2024-03-21 16:09:00+00:00,on_time,synthetic_showcase,43.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00084
S00084,2024-03-21 20:09:00+00:00,hub_departure,on_time,0.0,R2,W3,synthetic_showcase,258,DL-S00084,weather,16.2,0.0,2024-03-22 08:09:00+00:00,R2,W3,synthetic_showcase,24.0,both,T-S00084,W2,W3,2024-03-21 16:09:00+00:00,2024-03-21 15:09:00+00:00,2024-03-21 16:09:00+00:00,on_time,synthetic_showcase,43.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00084
S00084,2024-03-22 06:09:00+00:00,delivery,delivered,16.2,R2,,synthetic_showcase,259,DL-S00084,weather,16.2,0.0,2024-03-22 08:09:00+00:00,R2,W3,synthetic_showcase,24.0,both,T-S00084,W2,W3,2024-03-21 16:09:00+00:00,2024-03-21 15:09:00+00:00,2024-03-21 16:09:00+00:00,on_time,synthetic_showcase,43.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00084
S00085,2024-03-01 09:34:00+00:00,pickup,on_time,0.0,R5,W4,synthetic_showcase,260,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00085
S00085,2024-03-02 02:34:00+00:00,delivery,delivered,0.0,R5,,synthetic_showcase,261,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00085
S00086,2024-03-02 09:14:00+00:00,pickup,on_time,0.0,R6,W5,synthetic_showcase,262,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00086
S00086,2024-03-02 17:14:00+00:00,delivery,delivered,0.0,R6,,synthetic_showcase,263,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00086
S00087,2024-03-03 08:59:00+00:00,pickup,on_time,0.0,R5,W4,synthetic_showcase,264,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00087
S00087,2024-03-03 22:59:00+00:00,delivery,delivered,0.0,R5,,synthetic_showcase,265,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00087
S00088,2024-03-04 08:34:00+00:00,pickup,on_time,0.0,R5,W4,synthetic_showcase,266,,,,,,,,,,left-only,T-S00088,W4,W1,2024-03-04 17:34:00+00:00,2024-03-04 16:34:00+00:00,2024-03-04 17:34:00+00:00,on_time,synthetic_showcase,44.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00088
S00088,2024-03-04 17:34:00+00:00,hub_arrival,on_time,0.0,R5,W1,synthetic_showcase,267,,,,,,,,,,left-only,T-S00088,W4,W1,2024-03-04 17:34:00+00:00,2024-03-04 16:34:00+00:00,2024-03-04 17:34:00+00:00,on_time,synthetic_showcase,44.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00088
S00088,2024-03-04 21:34:00+00:00,hub_departure,on_time,0.0,R5,W1,synthetic_showcase,268,,,,,,,,,,left-only,T-S00088,W4,W1,2024-03-04 17:34:00+00:00,2024-03-04 16:34:00+00:00,2024-03-04 17:34:00+00:00,on_time,synthetic_showcase,44.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00088
S00088,2024-03-05 12:34:00+00:00,delivery,delivered,0.0,R5,,synthetic_showcase,269,,,,,,,,,,left-only,T-S00088,W4,W1,2024-03-04 17:34:00+00:00,2024-03-04 16:34:00+00:00,2024-03-04 17:34:00+00:00,on_time,synthetic_showcase,44.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00088
S00089,2024-03-05 08:13:00+00:00,pickup,on_time,0.0,R3,W3,synthetic_showcase,270,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00089
S00089,2024-03-05 14:13:00+00:00,delivery,delivered,0.0,R3,,synthetic_showcase,271,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00089
S00090,2024-03-06 08:24:00+00:00,pickup,on_time,0.0,R3,W3,synthetic_showcase,272,DL-S00090,congestion,75.6,0.0,2024-03-07 07:24:00+00:00,R3,W4,synthetic_showcase,25.0,both,T-S00090,W3,W4,2024-03-06 17:24:00+00:00,2024-03-06 16:24:00+00:00,2024-03-06 17:24:00+00:00,delayed,synthetic_showcase,45.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00090
S00090,2024-03-06 17:24:00+00:00,hub_arrival,delayed,30.2,R3,W4,synthetic_showcase,273,DL-S00090,congestion,75.6,0.0,2024-03-07 07:24:00+00:00,R3,W4,synthetic_showcase,25.0,both,T-S00090,W3,W4,2024-03-06 17:24:00+00:00,2024-03-06 16:24:00+00:00,2024-03-06 17:24:00+00:00,delayed,synthetic_showcase,45.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00090
S00090,2024-03-06 21:24:00+00:00,hub_departure,on_time,0.0,R3,W4,synthetic_showcase,274,DL-S00090,congestion,75.6,0.0,2024-03-07 07:24:00+00:00,R3,W4,synthetic_showcase,25.0,both,T-S00090,W3,W4,2024-03-06 17:24:00+00:00,2024-03-06 16:24:00+00:00,2024-03-06 17:24:00+00:00,delayed,synthetic_showcase,45.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00090
S00090,2024-03-07 05:24:00+00:00,delivery,delivered,75.6,R3,,synthetic_showcase,275,DL-S00090,congestion,75.6,0.0,2024-03-07 07:24:00+00:00,R3,W4,synthetic_showcase,25.0,both,T-S00090,W3,W4,2024-03-06 17:24:00+00:00,2024-03-06 16:24:00+00:00,2024-03-06 17:24:00+00:00,delayed,synthetic_showcase,45.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00090
S00091,2024-03-07 08:32:00+00:00,pickup,on_time,0.0,R6,W5,synthetic_showcase,276,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00091
S00091,2024-03-07 17:32:00+00:00,delivery,delivered,0.0,R6,,synthetic_showcase,277,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00091
S00092,2024-03-08 09:40:00+00:00,pickup,on_time,0.0,R5,W4,synthetic_showcase,278,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00092
S00092,2024-03-08 18:40:00+00:00,delivery,delivered,0.0,R5,,synthetic_showcase,279,,,,,,,,,,left-only,,,,,,,,,,left-only,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00092
S00093,2024-03-09 09:13:00+00:00,pickup,on_time,0.0,R5,W4,synthetic_showcase,280,,,,,,,,,,left-only,T-S00093,W4,W2,2024-03-09 19:13:00+00:00,2024-03-09 18:13:00+00:00,2024-03-09 19:13:00+00:00,on_time,synthetic_showcase,46.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00093
S00093,2024-03-09 19:13:00+00:00,hub_arrival,on_time,0.0,R5,W2,synthetic_showcase,281,,,,,,,,,,left-only,T-S00093,W4,W2,2024-03-09 19:13:00+00:00,2024-03-09 18:13:00+00:00,2024-03-09 19:13:00+00:00,on_time,synthetic_showcase,46.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00093
S00093,2024-03-09 23:13:00+00:00,hub_departure,on_time,0.0,R5,W2,synthetic_showcase,282,,,,,,,,,,left-only,T-S00093,W4,W2,2024-03-09 19:13:00+00:00,2024-03-09 18:13:00+00:00,2024-03-09 19:13:00+00:00,on_time,synthetic_showcase,46.0,both,showcase_shipment_scans_cleaned,"showcase_shipment_scans_cleaned,showcase_delay_reports_cleaned,showcase_warehouse_transfers_cleaned",S00093
