shipment_id,timestamp,event_type,status,delay_duration,scheduled_time,courier_id,route_id,region_id,aoi_id,aoi_type,city,lng,lat,ds,source_file,source_row_id,source_event_id,source_timestamp,delay_id,delay_stage,delay_duration_delay-reports,initial_delay_duration,reported_at,courier_id_delay-reports,route_id_delay-reports,region_id_delay-reports,city_delay-reports,ds_delay-reports,source_file_delay-reports,source_row_id_delay-reports,source_timestamp_delay-reports,_delay_match,_record_source,_source_datasets,_integration_key
32547,2022-06-05 07:42:00+00:00,accept,on_time,0.0,2022-06-05 09:00:00+00:00,9229,region_110,110,556,14,Jilin,126.59677,43.82439,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,155857,32547:accept,06-05 07:42:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",32547
32547,2022-06-05 08:58:00+00:00,pickup,on_time,0.0,2022-06-05 11:00:00+00:00,9229,region_110,110,556,14,Jilin,126.59677,43.82439,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,155857,32547:pickup,06-05 08:58:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",32547
32569,2022-06-15 14:41:00+00:00,accept,on_time,0.0,2022-06-15 14:41:00+00:00,11694,region_90,90,2379,7,Jilin,126.56567,43.88463,615,Cainiao-AI/LaDe:pickup/pickup_jl.csv,73565,32569:accept,06-15 14:41:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",32569
32569,2022-06-15 15:00:00+00:00,pickup,on_time,0.0,2022-06-15 16:41:00+00:00,11694,region_90,90,2379,7,Jilin,126.56567,43.88463,615,Cainiao-AI/LaDe:pickup/pickup_jl.csv,73565,32569:pickup,06-15 15:00:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",32569
33254,2022-06-08 07:35:00+00:00,accept,on_time,0.0,2022-06-08 09:00:00+00:00,641,region_90,90,9537,1,Jilin,126.56915,43.87741,608,Cainiao-AI/LaDe:pickup/pickup_jl.csv,76943,33254:accept,06-08 07:35:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",33254
33254,2022-06-08 07:43:00+00:00,pickup,on_time,0.0,2022-06-08 11:00:00+00:00,641,region_90,90,9537,1,Jilin,126.56915,43.87741,608,Cainiao-AI/LaDe:pickup/pickup_jl.csv,76943,33254:pickup,06-08 07:43:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",33254
33424,2022-06-16 14:41:00+00:00,accept,on_time,0.0,2022-06-16 15:00:00+00:00,7530,region_132,132,12069,1,Jilin,126.06558,42.94206,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,247231,33424:accept,06-16 14:41:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",33424
33424,2022-06-16 15:24:00+00:00,pickup,on_time,0.0,2022-06-16 17:00:00+00:00,7530,region_132,132,12069,1,Jilin,126.06558,42.94206,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,247231,33424:pickup,06-16 15:24:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",33424
33558,2022-06-05 07:50:00+00:00,accept,on_time,0.0,2022-06-05 09:00:00+00:00,6774,region_109,109,14181,1,Jilin,126.58505,43.79155,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,136020,33558:accept,06-05 07:50:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",33558
33558,2022-06-05 09:37:00+00:00,pickup,on_time,0.0,2022-06-05 11:00:00+00:00,6774,region_109,109,14181,1,Jilin,126.58505,43.79155,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,136020,33558:pickup,06-05 09:37:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",33558
34180,2022-06-09 08:08:00+00:00,accept,on_time,0.0,2022-06-09 09:00:00+00:00,11731,region_132,132,12118,14,Jilin,126.06705,42.95374,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,248198,34180:accept,06-09 08:08:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34180
34180,2022-06-09 09:11:00+00:00,pickup,on_time,0.0,2022-06-09 11:00:00+00:00,11731,region_132,132,12118,14,Jilin,126.06705,42.95374,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,248198,34180:pickup,06-09 09:11:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34180
34213,2022-06-08 08:17:00+00:00,accept,on_time,0.0,2022-06-08 09:00:00+00:00,13838,region_128,128,5580,1,Jilin,126.59261,43.86312,608,Cainiao-AI/LaDe:pickup/pickup_jl.csv,206835,34213:accept,06-08 08:17:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34213
34213,2022-06-08 10:34:00+00:00,pickup,on_time,0.0,2022-06-08 11:00:00+00:00,13838,region_128,128,5580,1,Jilin,126.59261,43.86312,608,Cainiao-AI/LaDe:pickup/pickup_jl.csv,206835,34213:pickup,06-08 10:34:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34213
34275,2022-06-17 08:14:00+00:00,accept,on_time,0.0,2022-06-17 15:00:00+00:00,11828,region_122,122,7759,14,Jilin,126.59491,43.84033,617,Cainiao-AI/LaDe:pickup/pickup_jl.csv,192651,34275:accept,06-17 08:14:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34275
34275,2022-06-17 15:46:00+00:00,pickup,on_time,0.0,2022-06-17 17:00:00+00:00,11828,region_122,122,7759,14,Jilin,126.59491,43.84033,617,Cainiao-AI/LaDe:pickup/pickup_jl.csv,192651,34275:pickup,06-17 15:46:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34275
34430,2022-06-18 07:46:00+00:00,accept,on_time,0.0,2022-06-18 09:00:00+00:00,6774,region_109,109,23361,14,Jilin,126.58536,43.79675,618,Cainiao-AI/LaDe:pickup/pickup_jl.csv,155069,34430:accept,06-18 07:46:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34430
34430,2022-06-18 10:13:00+00:00,pickup,on_time,0.0,2022-06-18 11:00:00+00:00,6774,region_109,109,23361,14,Jilin,126.58536,43.79675,618,Cainiao-AI/LaDe:pickup/pickup_jl.csv,155069,34430:pickup,06-18 10:13:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34430
34575,2022-06-14 16:26:00+00:00,accept,on_time,0.0,2022-06-14 16:26:00+00:00,4251,region_132,132,2408,14,Jilin,126.06001,42.95047,614,Cainiao-AI/LaDe:pickup/pickup_jl.csv,240977,34575:accept,06-14 16:26:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34575
34575,2022-06-14 16:54:00+00:00,pickup,on_time,0.0,2022-06-14 18:26:00+00:00,4251,region_132,132,2408,14,Jilin,126.06001,42.95047,614,Cainiao-AI/LaDe:pickup/pickup_jl.csv,240977,34575:pickup,06-14 16:54:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34575
34603,2022-06-10 09:21:00+00:00,accept,on_time,0.0,2022-06-10 15:00:00+00:00,8009,region_110,110,15363,1,Jilin,126.58587,43.81989,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,164875,34603:accept,06-10 09:21:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34603
34603,2022-06-10 16:02:00+00:00,pickup,on_time,0.0,2022-06-10 17:00:00+00:00,8009,region_110,110,15363,1,Jilin,126.58587,43.81989,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,164875,34603:pickup,06-10 16:02:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34603
34692,2022-06-05 15:40:00+00:00,accept,on_time,0.0,2022-06-05 15:40:00+00:00,5969,region_91,91,23628,14,Jilin,126.51674,43.82428,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,107288,34692:accept,06-05 15:40:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34692
34692,2022-06-05 17:23:00+00:00,pickup,on_time,0.0,2022-06-05 17:40:00+00:00,5969,region_91,91,23628,14,Jilin,126.51674,43.82428,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,107288,34692:pickup,06-05 17:23:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",34692
35302,2022-06-15 08:09:00+00:00,accept,on_time,0.0,2022-06-15 09:00:00+00:00,7333,region_132,132,22210,14,Jilin,126.0562,42.95202,615,Cainiao-AI/LaDe:pickup/pickup_jl.csv,259902,35302:accept,06-15 08:09:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",35302
35302,2022-06-15 10:19:00+00:00,pickup,on_time,0.0,2022-06-15 11:00:00+00:00,7333,region_132,132,22210,14,Jilin,126.0562,42.95202,615,Cainiao-AI/LaDe:pickup/pickup_jl.csv,259902,35302:pickup,06-15 10:19:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",35302
35747,2022-06-15 08:18:00+00:00,accept,on_time,0.0,2022-06-15 09:00:00+00:00,682,region_109,109,1988,14,Jilin,126.56508,43.81361,615,Cainiao-AI/LaDe:pickup/pickup_jl.csv,112038,35747:accept,06-15 08:18:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",35747
35747,2022-06-15 10:10:00+00:00,pickup,on_time,0.0,2022-06-15 11:00:00+00:00,682,region_109,109,1988,14,Jilin,126.56508,43.81361,615,Cainiao-AI/LaDe:pickup/pickup_jl.csv,112038,35747:pickup,06-15 10:10:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",35747
35771,2022-06-09 07:58:00+00:00,accept,on_time,0.0,2022-06-09 09:00:00+00:00,9797,region_131,131,759,1,Jilin,126.57261,43.8314,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,220340,35771:accept,06-09 07:58:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",35771
35771,2022-06-09 09:46:00+00:00,pickup,on_time,0.0,2022-06-09 11:00:00+00:00,9797,region_131,131,759,1,Jilin,126.57261,43.8314,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,220340,35771:pickup,06-09 09:46:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",35771
36158,2022-06-09 14:19:00+00:00,accept,delayed,1.0,2022-06-09 14:18:00+00:00,4251,region_132,132,2408,14,Jilin,126.06066,42.95251,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,240962,36158:accept,06-09 14:19:00,DL-36158,accept,0.0,1.0,2022-06-09 15:31:00+00:00,4251.0,region_132,132.0,Jilin,609.0,Cainiao-AI/LaDe:pickup/pickup_jl.csv,240962.0,06-09 15:31:00,both,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",36158
36158,2022-06-09 15:31:00+00:00,pickup,on_time,0.0,2022-06-09 16:18:00+00:00,4251,region_132,132,2408,14,Jilin,126.06066,42.95251,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,240962,36158:pickup,06-09 15:31:00,DL-36158,accept,0.0,1.0,2022-06-09 15:31:00+00:00,4251.0,region_132,132.0,Jilin,609.0,Cainiao-AI/LaDe:pickup/pickup_jl.csv,240962.0,06-09 15:31:00,both,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",36158
36311,2022-06-07 08:11:00+00:00,accept,on_time,0.0,2022-06-07 17:00:00+00:00,1700,region_110,110,21817,14,Jilin,126.58847,43.82348,607,Cainiao-AI/LaDe:pickup/pickup_jl.csv,175190,36311:accept,06-07 08:11:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",36311
36311,2022-06-07 16:56:00+00:00,pickup,on_time,0.0,2022-06-07 19:00:00+00:00,1700,region_110,110,21817,14,Jilin,126.58847,43.82348,607,Cainiao-AI/LaDe:pickup/pickup_jl.csv,175190,36311:pickup,06-07 16:56:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",36311
36404,2022-06-15 07:57:00+00:00,accept,on_time,0.0,2022-06-15 09:00:00+00:00,13838,region_128,128,10427,1,Jilin,126.58601,43.86018,615,Cainiao-AI/LaDe:pickup/pickup_jl.csv,212298,36404:accept,06-15 07:57:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",36404
36404,2022-06-15 12:46:00+00:00,pickup,on_time,0.0,2022-06-15 23:59:00+00:00,13838,region_128,128,10427,1,Jilin,126.58601,43.86018,615,Cainiao-AI/LaDe:pickup/pickup_jl.csv,212298,36404:pickup,06-15 12:46:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",36404
36458,2022-06-06 07:39:00+00:00,accept,on_time,0.0,2022-06-06 09:00:00+00:00,13877,region_91,91,21989,1,Jilin,126.52108,43.81727,606,Cainiao-AI/LaDe:pickup/pickup_jl.csv,106288,36458:accept,06-06 07:39:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",36458
36458,2022-06-06 08:05:00+00:00,pickup,on_time,0.0,2022-06-06 11:00:00+00:00,13877,region_91,91,21989,1,Jilin,126.52108,43.81727,606,Cainiao-AI/LaDe:pickup/pickup_jl.csv,106288,36458:pickup,06-06 08:05:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",36458
37271,2022-06-16 07:51:00+00:00,accept,on_time,0.0,2022-06-16 09:00:00+00:00,11476,region_132,132,14200,14,Jilin,126.06015,42.93865,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,251179,37271:accept,06-16 07:51:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",37271
37271,2022-06-16 09:04:00+00:00,pickup,on_time,0.0,2022-06-16 23:59:00+00:00,11476,region_132,132,14200,14,Jilin,126.06015,42.93865,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,251179,37271:pickup,06-16 09:04:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",37271
37293,2022-06-08 08:45:00+00:00,accept,on_time,0.0,2022-06-08 17:00:00+00:00,13203,region_29,29,13364,14,Jilin,126.49667,43.66433,608,Cainiao-AI/LaDe:pickup/pickup_jl.csv,37711,37293:accept,06-08 08:45:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",37293
37293,2022-06-08 17:13:00+00:00,pickup,on_time,0.0,2022-06-08 19:00:00+00:00,13203,region_29,29,13364,14,Jilin,126.49667,43.66433,608,Cainiao-AI/LaDe:pickup/pickup_jl.csv,37711,37293:pickup,06-08 17:13:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",37293
37426,2022-06-05 07:49:00+00:00,accept,on_time,0.0,2022-06-05 09:00:00+00:00,3906,region_13,13,9402,1,Jilin,126.52896,43.87182,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,23253,37426:accept,06-05 07:49:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",37426
37426,2022-06-05 09:39:00+00:00,pickup,on_time,0.0,2022-06-05 11:00:00+00:00,3906,region_13,13,9402,1,Jilin,126.52896,43.87182,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,23253,37426:pickup,06-05 09:39:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",37426
37480,2022-06-18 07:47:00+00:00,accept,on_time,0.0,2022-06-18 11:00:00+00:00,2656,region_85,85,3713,1,Jilin,126.57708,43.86834,618,Cainiao-AI/LaDe:pickup/pickup_jl.csv,53493,37480:accept,06-18 07:47:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",37480
37480,2022-06-18 11:26:00+00:00,pickup,on_time,0.0,2022-06-18 13:00:00+00:00,2656,region_85,85,3713,1,Jilin,126.57708,43.86834,618,Cainiao-AI/LaDe:pickup/pickup_jl.csv,53493,37480:pickup,06-18 11:26:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",37480
37788,2022-06-08 08:46:00+00:00,accept,on_time,0.0,2022-06-08 15:00:00+00:00,641,region_90,90,703,1,Jilin,126.56861,43.88076,608,Cainiao-AI/LaDe:pickup/pickup_jl.csv,71656,37788:accept,06-08 08:46:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",37788
37788,2022-06-08 15:23:00+00:00,pickup,on_time,0.0,2022-06-08 17:00:00+00:00,641,region_90,90,703,1,Jilin,126.56861,43.88076,608,Cainiao-AI/LaDe:pickup/pickup_jl.csv,71656,37788:pickup,06-08 15:23:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",37788
38434,2022-06-18 12:05:00+00:00,accept,on_time,0.0,2022-06-18 13:00:00+00:00,5591,region_91,91,21897,1,Jilin,126.51613,43.80873,618,Cainiao-AI/LaDe:pickup/pickup_jl.csv,103618,38434:accept,06-18 12:05:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",38434
38434,2022-06-18 13:28:00+00:00,pickup,on_time,0.0,2022-06-18 15:00:00+00:00,5591,region_91,91,21897,1,Jilin,126.51613,43.80873,618,Cainiao-AI/LaDe:pickup/pickup_jl.csv,103618,38434:pickup,06-18 13:28:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",38434
39184,2022-06-18 07:53:00+00:00,accept,on_time,0.0,2022-06-18 09:00:00+00:00,5969,region_91,91,19095,14,Jilin,126.52376,43.82346,618,Cainiao-AI/LaDe:pickup/pickup_jl.csv,99114,39184:accept,06-18 07:53:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",39184
39184,2022-06-18 09:28:00+00:00,pickup,on_time,0.0,2022-06-18 11:00:00+00:00,5969,region_91,91,19095,14,Jilin,126.52376,43.82346,618,Cainiao-AI/LaDe:pickup/pickup_jl.csv,99114,39184:pickup,06-18 09:28:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",39184
39926,2022-06-05 07:38:00+00:00,accept,on_time,0.0,2022-06-05 09:00:00+00:00,15530,region_74,74,18347,1,Jilin,126.50598,43.86638,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,47041,39926:accept,06-05 07:38:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",39926
39926,2022-06-05 08:41:00+00:00,pickup,on_time,0.0,2022-06-05 11:00:00+00:00,15530,region_74,74,18347,1,Jilin,126.50598,43.86638,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,47041,39926:pickup,06-05 08:41:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",39926
40069,2022-06-07 07:49:00+00:00,accept,on_time,0.0,2022-06-07 09:00:00+00:00,641,region_90,90,3302,1,Jilin,126.54709,43.8771,607,Cainiao-AI/LaDe:pickup/pickup_jl.csv,74657,40069:accept,06-07 07:49:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",40069
40069,2022-06-07 08:06:00+00:00,pickup,on_time,0.0,2022-06-07 11:00:00+00:00,641,region_90,90,3302,1,Jilin,126.54709,43.8771,607,Cainiao-AI/LaDe:pickup/pickup_jl.csv,74657,40069:pickup,06-07 08:06:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",40069
40607,2022-06-05 08:38:00+00:00,accept,on_time,0.0,2022-06-05 09:00:00+00:00,10902,region_128,128,10274,1,Jilin,126.57858,43.84797,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,211791,40607:accept,06-05 08:38:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",40607
40607,2022-06-05 14:08:00+00:00,pickup,on_time,0.0,2022-06-05 23:59:00+00:00,10902,region_128,128,10274,1,Jilin,126.57858,43.84797,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,211791,40607:pickup,06-05 14:08:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",40607
40880,2022-06-06 08:45:00+00:00,accept,on_time,0.0,2022-06-06 15:00:00+00:00,9229,region_110,110,20274,14,Jilin,126.60337,43.81541,606,Cainiao-AI/LaDe:pickup/pickup_jl.csv,170466,40880:accept,06-06 08:45:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",40880
40880,2022-06-06 12:34:00+00:00,pickup,on_time,0.0,2022-06-06 17:00:00+00:00,9229,region_110,110,20274,14,Jilin,126.60337,43.81541,606,Cainiao-AI/LaDe:pickup/pickup_jl.csv,170466,40880:pickup,06-06 12:34:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",40880
41380,2022-06-12 10:08:00+00:00,accept,on_time,0.0,2022-06-12 10:08:00+00:00,6550,region_74,74,12536,14,Jilin,126.52216,43.87095,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,43022,41380:accept,06-12 10:08:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",41380
41380,2022-06-12 11:36:00+00:00,pickup,on_time,0.0,2022-06-12 12:08:00+00:00,6550,region_74,74,12536,14,Jilin,126.52216,43.87095,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,43022,41380:pickup,06-12 11:36:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",41380
41609,2022-06-16 07:50:00+00:00,accept,on_time,0.0,2022-06-16 09:00:00+00:00,13203,region_29,29,14054,14,Jilin,126.52025,43.67568,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,37827,41609:accept,06-16 07:50:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",41609
41609,2022-06-16 08:56:00+00:00,pickup,on_time,0.0,2022-06-16 11:00:00+00:00,13203,region_29,29,14054,14,Jilin,126.52025,43.67568,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,37827,41609:pickup,06-16 08:56:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",41609
41632,2022-06-05 10:51:00+00:00,accept,on_time,0.0,2022-06-05 11:00:00+00:00,15530,region_74,74,19508,14,Jilin,126.50754,43.85924,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,47689,41632:accept,06-05 10:51:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",41632
41632,2022-06-05 11:47:00+00:00,pickup,on_time,0.0,2022-06-05 13:00:00+00:00,15530,region_74,74,19508,14,Jilin,126.50754,43.85924,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,47689,41632:pickup,06-05 11:47:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",41632
42219,2022-06-09 08:47:00+00:00,accept,on_time,0.0,2022-06-09 17:00:00+00:00,5301,region_9,9,21524,1,Jilin,126.95827,44.40625,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,7878,42219:accept,06-09 08:47:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",42219
42219,2022-06-09 17:35:00+00:00,pickup,on_time,0.0,2022-06-09 19:00:00+00:00,5301,region_9,9,21524,1,Jilin,126.95827,44.40625,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,7878,42219:pickup,06-09 17:35:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",42219
42397,2022-06-18 08:53:00+00:00,accept,on_time,0.0,2022-06-18 11:00:00+00:00,9229,region_110,110,23831,1,Jilin,126.60351,43.8168,618,Cainiao-AI/LaDe:pickup/pickup_jl.csv,177517,42397:accept,06-18 08:53:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",42397
42397,2022-06-18 10:49:00+00:00,pickup,on_time,0.0,2022-06-18 13:00:00+00:00,9229,region_110,110,23831,1,Jilin,126.60351,43.8168,618,Cainiao-AI/LaDe:pickup/pickup_jl.csv,177517,42397:pickup,06-18 10:49:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",42397
42460,2022-06-10 08:23:00+00:00,accept,on_time,0.0,2022-06-10 09:00:00+00:00,11828,region_122,122,8645,14,Jilin,126.58772,43.84573,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,192751,42460:accept,06-10 08:23:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",42460
42460,2022-06-10 08:59:00+00:00,pickup,on_time,0.0,2022-06-10 23:59:00+00:00,11828,region_122,122,8645,14,Jilin,126.58772,43.84573,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,192751,42460:pickup,06-10 08:59:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",42460
42542,2022-06-16 14:04:00+00:00,accept,on_time,0.0,2022-06-16 15:00:00+00:00,15530,region_74,74,4986,14,Jilin,126.49843,43.86838,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,40553,42542:accept,06-16 14:04:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",42542
42542,2022-06-16 15:57:00+00:00,pickup,on_time,0.0,2022-06-16 17:00:00+00:00,15530,region_74,74,4986,14,Jilin,126.49843,43.86838,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,40553,42542:pickup,06-16 15:57:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",42542
